Nom de la commune,Populationtotal,Population_string
Le Sappey,419,419
Savigny,913,913
Saxel,492,492
Scientrier,1181,1181
Sciez,6168,6168
Scionzier,8794,8794
Serraval,772,772
Servoz,1033,1033
Sevrier,4342,4342
Seyssel,2399,2399
Seytroux,526,526
Sillingy,5371,5371
Sixt-Fer-à-Cheval,787,787
Talloires-Montmin,2060,2060
Taninges,3517,3517
Thollon-les-Mémises,817,817
Thônes,6897,6897
Thonon-les-Bains,35863,35863
Thusy,1121,1121
Thyez,6346,6346
La Tour,1299,1299
Usinens,412,412
Vacheresse,872,872
Vailly,930,930
Val de Chaise,1388,1388
Valleiry,4757,4757
Vallières-sur-Fier,2561,2561
Vallorcine,413,413
Vanzy,337,337
Vaulx,1004,1004
Veigy-Foncenex,3726,3726
Verchaix,773,773
La Vernaz,342,342
Vers,912,912
Versonnex,636,636
Vétraz-Monthoux,9167,9167
Veyrier-du-Lac,2332,2332
Villard,829,829
Les Villards-sur-Thônes,1105,1105
Villaz,3551,3551
Ville-en-Sallaz,915,915
Ville-la-Grand,8919,8919
Villy-le-Bouveret,614,614
Villy-le-Pelloux,953,953
Vinzier,843,843
Viry,5264,5264
Viuz-en-Sallaz,4455,4455
Viuz-la-Chiésaz,1356,1356
Vougy,1589,1589
Vovray-en-Bornes,534,534
Vulbens,1656,1656
Yvoire,1011,1011
Paris 1er Arrondissement,16395,16395
Paris 2e Arrondissement,21042,21042
Paris 3e Arrondissement,34389,34389
Paris 4e Arrondissement,28370,28370
Paris 5e Arrondissement,59631,59631
Paris 6e Arrondissement,41976,41976
Paris 7e Arrondissement,52193,52193
Paris 8e Arrondissement,37368,37368
Paris 9e Arrondissement,60071,60071
Paris 10e Arrondissement,90836,90836
Paris 11e Arrondissement,147470,147470
Paris 12e Arrondissement,141287,141287
Paris 13e Arrondissement,183399,183399
Paris 14e Arrondissement,136941,136941
Paris 15e Arrondissement,235178,235178
Paris 16e Arrondissement,168554,168554
Paris 17e Arrondissement,168737,168737
Paris 18e Arrondissement,196131,196131
Paris 19e Arrondissement,188066,188066
Paris 20e Arrondissement,196739,196739
Allouville-Bellefosse,1176,1176
Alvimare,624,624
Ambrumesnil,486,486
Amfreville-la-Mi-Voie,3302,3302
Amfreville-les-Champs,175,175
Anceaumeville,659,659
Ancourt,664,664
Ancourteville-sur-Héricourt,339,339
Ancretiéville-Saint-Victor,387,387
Ancretteville-sur-Mer,174,174
Angerville-Bailleul,194,194
Angerville-l'Orcher,1442,1442
Angerville-la-Martel,1089,1089
Angiens,527,527
Anglesqueville-l'Esneval,605,605
Anglesqueville-la-Bras-Long,119,119
Anneville-Ambourville,1212,1212
Anneville-sur-Scie,442,442
Annouville-Vilmesnil,484,484
Anquetierville,355,355
Anvéville,300,300
Ardouval,166,166
Arelaune-en-Seine,2622,2622
Argueil,349,349
Arques-la-Bataille,2636,2636
Aubéguimont,198,198
Aubermesnil-aux-Érables,207,207
Aubermesnil-Beaumais,472,472
Auberville-la-Manuel,131,131
Auberville-la-Renault,469,469
Aumale,2076,2076
Auppegard,735,735
Authieux-Ratiéville,408,408
Les Authieux-sur-le-Port-Saint-Ouen,1291,1291
Autigny,313,313
Auvilliers,101,101
Auzebosc,1461,1461
Auzouville-l'Esneval,366,366
Auzouville-sur-Ry,739,739
Auzouville-sur-Saâne,153,153
Avesnes-en-Bray,307,307
Avesnes-en-Val,285,285
Avremesnil,1034,1034
Bacqueville-en-Caux,1939,1939
Bailleul-Neuville,219,219
Baillolet,107,107
Bailly-en-Rivière,531,531
Baons-le-Comte,366,366
Bardouville,644,644
Barentin,12034,12034
Baromesnil,233,233
Bazinval,426,426
Beaubec-la-Rosière,511,511
Beaumont-le-Hareng,268,268
Beaurepaire,510,510
Beaussault,415,415
Beautot,151,151
Beauval-en-Caux,506,506
Beauvoir-en-Lyons,631,631
Bec-de-Mortagne,678,678
Belbeuf,2251,2251
Bellencombre,687,687
Bellengreville,483,483
Belleville-en-Caux,723,723
La Bellière,58,58
Belmesnil,459,459
Bénarville,270,270
Bénesville,199,199
Bénouville,180,180
Bernières,647,647
Bertheauville,107,107
Bertreville,121,121
Bertreville-Saint-Ouen,355,355
Bertrimont,225,225
Berville-en-Caux,658,658
Berville-sur-Seine,566,566
Beuzeville-la-Grenier,1243,1243
Beuzeville-la-Guérard,227,227
Beuzevillette,657,657
Bézancourt,361,361
Bierville,320,320
Bihorel,8582,8582
Biville-la-Baignarde,668,668
Biville-la-Rivière,106,106
Blacqueville,716,716
Blainville-Crevon,1226,1226
Blangy-sur-Bresle,3024,3024
Blosseville,268,268
Le Bocasse,674,674
Bois-d'Ennebourg,571,571
Bois-Guilbert,318,318
Bois-Guillaume,14171,14171
Bois-Héroult,205,205
Bois-Himont,465,465
Bois-l'Évêque,563,563
Le Bois-Robert,359,359
Boissay,412,412
Bolbec,11553,11553
Bolleville,583,583
Bonsecours,6566,6566
Boos,3855,3855
Bordeaux-Saint-Clair,680,680
Bornambusc,268,268
Bosc-Bérenger,192,192
Bosc-Bordel,462,462
Bosc-Édeline,363,363
Bosc-Guérard-Saint-Adrien,973,973
Bosc-Hyons,427,427
Bosc-le-Hard,1482,1482
Bosc-Mesnil,318,318
Bosville,594,594
Boudeville,216,216
Bouelles,280,280
La Bouille,764,764
Bourdainville,465,465
Le Bourg-Dun,440,440
Bourville,301,301
Bouville,996,996
Brachy,775,775
Bracquetuit,341,341
Bradiancourt,220,220
Brametot,207,207
Bréauté,1353,1353
Brémontier-Merval,583,583
Bretteville-du-Grand-Caux,1367,1367
Bretteville-Saint-Laurent,161,161
Buchy,2854,2854
Bully,937,937
Bures-en-Bray,328,328
Butot,285,285
Butot-Vénesville,251,251
Cailleville,274,274
Cailly,793,793
Callengeville,516,516
Calleville-les-Deux-Églises,335,335
Campneuseville,487,487
Canehan,366,366
Canouville,344,344
Canteleu,14629,14629
Canville-les-Deux-Églises,330,330
Cany-Barville,3105,3105
Carville-la-Folletière,433,433
Carville-Pot-de-Fer,109,109
Le Catelier,266,266
Catenay,687,687
Caudebec-lès-Elbeuf,10413,10413
Le Caule-Sainte-Beuve,492,492
Cauville-sur-Mer,1573,1573
Les Cent-Acres,65,65
La Cerlangue,1400,1400
La Chapelle-du-Bourgay,130,130
La Chapelle-Saint-Ouen,133,133
La Chapelle-sur-Dun,163,163
La Chaussée,555,555
Cideville,391,391
Clais,266,266
Clasville,333,333
Claville-Motteville,285,285
Cléon,5026,5026
Clères,1385,1385
Cleuville,202,202
Cléville,161,161
Cliponville,283,283
Colleville,776,776
Colmesnil-Manneville,109,109
Compainville,184,184
Conteville,498,498
Contremoulins,164,164
Cottévrard,474,474
Crasville-la-Mallet,160,160
Crasville-la-Rocquefort,218,218
Criel-sur-Mer,2734,2734
La Crique,355,355
Criquebeuf-en-Caux,407,407
Criquetot-l'Esneval,2650,2650
Criquetot-le-Mauconduit,177,177
Criquetot-sur-Longueville,229,229
Criquetot-sur-Ouville,829,829
Criquiers,661,661
Critot,477,477
Croisy-sur-Andelle,558,558
Croix-Mare,810,810
Croixdalle,311,311
Cropus,250,250
Crosville-sur-Scie,250,250
Cuverville,356,356
Cuverville-sur-Yères,205,205
Cuy-Saint-Fiacre,676,676
Dampierre-en-Bray,461,461
Dampierre-Saint-Nicolas,474,474
Dancourt,231,231
Darnétal,9787,9787
Daubeuf-Serville,401,401
Dénestanville,267,267
Déville-lès-Rouen,10588,10588
Dieppe,29638,29638
Doudeauville,88,88
Doudeville,2525,2525
Douvrend,533,533
Drosay,205,205
Duclair,4245,4245
Écalles-Alix,539,539
Écrainville,1043,1043
Écretteville-lès-Baons,400,400
Écretteville-sur-Mer,161,161
Ectot-l'Auber,688,688
Ectot-lès-Baons,401,401
Elbeuf,16308,16308
Elbeuf-en-Bray,428,428
Elbeuf-sur-Andelle,479,479
Életot,654,654
Ellecourt,152,152
Émanville,718,718
Envermeu,2259,2259
Envronville,344,344
Épinay-sur-Duclair,538,538
Épouville,2731,2731
Épretot,749,749
Épreville,1035,1035
Ermenouville,146,146
Ernemont-la-Villette,181,181
Ernemont-sur-Buchy,303,303
Esclavelles,384,384
Eslettes,1583,1583
Esteville,499,499
Étaimpuis,816,816
Étainhus,1185,1185
Étalleville,457,457
Étalondes,1085,1085
Étoutteville,821,821
Étretat,1298,1298
Eu,7076,7076
Fallencourt,190,190
Fécamp,18955,18955
Ferrières-en-Bray,1693,1693
La Ferté-Saint-Samson,477,477
Fesques,119,119
La Feuillie,1318,1318
Flamanville,504,504
Flamets-Frétils,169,169
Flocques,726,726
Fongueusemare,194,194
Fontaine-en-Bray,179,179
Fontaine-la-Mallet,2687,2687
Fontaine-le-Bourg,1777,1777
Fontaine-le-Dun,920,920
Fontaine-sous-Préaux,523,523
La Fontelaye,31,31
Fontenay,1260,1260
Forges-les-Eaux,3996,3996
Foucarmont,832,832
Foucart,364,364
Franqueville-Saint-Pierre,6311,6311
Fréauville,133,133
La Frénaye,2180,2180
Freneuse,945,945
Fresles,240,240
Fresnay-le-Long,336,336
Fresne-le-Plan,617,617
Fresnoy-Folny,706,706
Fresquiennes,1011,1011
Freulleville,369,369
Frichemesnil,423,423
Froberville,1264,1264
Fry,151,151
Fultot,220,220
La Gaillarde,394,394
Gaillefontaine,1234,1234
Gainneville,2613,2613
Gancourt-Saint-Étienne,235,235
Ganzeville,483,483
Gerponville,402,402
Gerville,428,428
Goderville,2891,2891
Gommerville,750,750
Gonfreville-Caillot,360,360
Gonfreville-l'Orcher,9115,9115
Gonnetot,199,199
Gonneville-la-Mallet,1356,1356
Gonneville-sur-Scie,469,469
Gonzeville,117,117
Goupillières,422,422
Gournay-en-Bray,6169,6169
Gouy,894,894
Graimbouville,624,624
Grainville-la-Teinturière,1099,1099
Grainville-sur-Ry,450,450
Grainville-Ymauville,451,451
Grand-Camp,734,734
Grand-Couronne,9842,9842
Le Grand-Quevilly,25945,25945
Grandcourt,346,346
Les Grandes-Ventes,1848,1848
Graval,157,157
Grèges,859,859
Grémonville,437,437
Greuville,384,384
Grigneuseville,374,374
Gruchet-le-Valasse,3198,3198
Gruchet-Saint-Siméon,700,700
Grugny,1018,1018
Grumesnil,443,443
Guerville,479,479
Gueures,555,555
Gueutteville,85,85
Gueutteville-les-Grès,381,381
La Hallotière,222,222
Le Hanouard,254,254
Harcanville,517,517
Harfleur,8514,8514
Hattenville,741,741
Haucourt,211,211
Haudricourt,427,427
Haussez,280,280
Hautot-l'Auvray,337,337
Hautot-le-Vatois,360,360
Hautot-Saint-Sulpice,686,686
Hautot-sur-Mer,1985,1985
Hautot-sur-Seine,420,420
Les Hauts-de-Caux,1418,1418
Le Havre,172067,172067
La Haye,382,382
Héberville,121,121
Hénouville,1316,1316
Héricourt-en-Caux,968,968
Hermanville,118,118
Hermeville,382,382
Le Héron,254,254
Héronchelles,141,141
Heugleville-sur-Scie,644,644
Heuqueville,726,726
Heurteauville,312,312
Hodeng-au-Bosc,583,583
Hodeng-Hodenger,282,282
Houdetot,180,180
Le Houlme,4079,4079
Houppeville,2830,2830
Houquetot,359,359
La Houssaye-Béranger,541,541
Hugleville-en-Caux,431,431
Les Ifs,75,75
Illois,410,410
Imbleville,313,313
Incheville,1261,1261
Ingouville,284,284
Isneauville,3222,3222
Jumièges,1752,1752
Lamberville,194,194
Lammerville,343,343
Landes-Vieilles-et-Neuves,138,138
Lanquetot,1160,1160
Lestanville,95,95
Lillebonne,9046,9046
Limésy,1565,1565
Limpiville,376,376
Lindebeuf,406,406
Lintot,452,452
Lintot-les-Bois,188,188
Les Loges,1179,1179
La Londe,2401,2401
Londinières,1276,1276
Longmesnil,52,52
Longroy,639,639
Longueil,572,572
Longuerue,330,330
Longueville-sur-Scie,1006,1006
Louvetot,744,744
Lucy,190,190
Luneray,2248,2248
Malaunay,6155,6155
Malleville-les-Grès,203,203
Manéglise,1282,1282
Manéhouville,227,227
Maniquerville,417,417
Manneville-ès-Plains,287,287
Manneville-la-Goupil,1035,1035
Mannevillette,880,880
Maromme,11045,11045
Marques,233,233
Martainville-Épreville,708,708
Martigny,449,449
Martin-Église,1638,1638
Massy,348,348
Mathonville,325,325
Maucomble,418,418
Maulévrier-Sainte-Gertrude,1007,1007
Mauny,178,178
Mauquenchy,357,357
Mélamare,902,902
Melleville,272,272
Ménerval,175,175
Ménonval,225,225
Mentheville,306,306
Mésangueville,165,165
Mesnières-en-Bray,1175,1175
Le Mesnil-Durdent,21,21
Le Mesnil-Esnard,8318,8318
Mesnil-Follemprise,132,132
Le Mesnil-Lieubray,102,102
Mesnil-Mauger,251,251
Mesnil-Panneville,726,726
Mesnil-Raoul,1031,1031
Le Mesnil-Réaume,809,809
Le Mesnil-sous-Jumièges,642,642
Meulers,568,568
Millebosc,252,252
Mirville,344,344
Molagnies,171,171
Monchaux-Soreng,669,669
Monchy-sur-Eu,596,596
Mont-Cauvaire,755,755
Mont-Saint-Aignan,19219,19219
Montérolier,603,603
Montigny,1257,1257
Montivilliers,15862,15862
Montmain,1337,1337
Montreuil-en-Caux,515,515
Montroty,299,299
Montville,4814,4814
Morgny-la-Pommeraye,1044,1044
Morienne,205,205
Mortemer,83,83
Morville-sur-Andelle,349,349
Motteville,802,802
Moulineaux,959,959
Muchedent,134,134
Nesle-Hodeng,354,354
Nesle-Normandeuse,554,554
Neuf-Marché,689,689
Neufbosc,408,408
Neufchâtel-en-Bray,4943,4943
La Neuville-Chant-d'Oisel,2273,2273
Neuville-Ferrières,584,584
Néville,1326,1326
Nointot,1379,1379
Nolléval,451,451
Normanville,694,694
Norville,1013,1013
Notre-Dame-d'Aliermont,773,773
Notre-Dame-de-Bliquetuit,766,766
Notre-Dame-de-Bondeville,7119,7119
Notre-Dame-du-Bec,459,459
Notre-Dame-du-Parc,173,173
Nullemont,136,136
Ocqueville,460,460
Octeville-sur-Mer,6036,6036
Offranville,3356,3356
Oherville,230,230
Oissel,11981,11981
Omonville,317,317
Orival,917,917
Osmoy-Saint-Valery,330,330
Ouainville,543,543
Oudalle,451,451
Ourville-en-Caux,1159,1159
Ouville-l'Abbaye,679,679
Ouville-la-Rivière,512,512
Paluel,445,445
Parc-d'Anxtot,574,574
Pavilly,6364,6364
Petit-Caux,9755,9755
Petit-Couronne,8809,8809
Le Petit-Quevilly,22260,22260
Petiville,1155,1155
Pierrecourt,481,481
Pierrefiques,142,142
Pierreval,564,564
Pissy-Pôville,1283,1283
Pleine-Sève,135,135
Pommereux,97,97
Pommeréval,468,468
Ponts-et-Marais,812,812
Port-Jérôme-sur-Seine,10210,10210
La Poterie-Cap-d'Antifer,459,459
Préaux,1843,1843
Prétot-Vicquemare,227,227
Preuseville,138,138
Puisenval,25,25
Quevillon,612,612
Quévreville-la-Poterie,1005,1005
Quiberville,560,560
Quièvrecourt,456,456
Quincampoix,3078,3078
Raffetot,512,512
Rainfreville,72,72
Réalcamp,640,640
Rebets,148,148
La Remuée,1310,1310
Rétonval,199,199
Reuville,124,124
Ricarville-du-Val,173,173
Richemont,455,455
Rieux,644,644
Rives-en-Seine,4336,4336
Riville,305,305
Robertot,220,220
Rocquefort,323,323
Rocquemont,818,818
Rogerville,1432,1432
Rolleville,1213,1213
Roncherolles-en-Bray,487,487
Roncherolles-sur-le-Vivier,1134,1134
Ronchois,181,181
Rosay,272,272
Rouen,111760,111760
Roumare,1534,1534
Routes,280,280
Rouville,629,629
Rouvray-Catillon,234,234
Rouxmesnil-Bouteilles,1890,1890
Royville,290,290
La Rue-Saint-Pierre,795,795
Ry,720,720
Saâne-Saint-Just,162,162
Sahurs,1249,1249
Sainneville,857,857
Saint-Aignan-sur-Ry,350,350
Saint-André-sur-Cailly,872,872
Saint-Antoine-la-Forêt,1100,1100
Saint-Arnoult,1404,1404
Saint-Aubin-Celloville,1062,1062
Saint-Aubin-de-Crétot,530,530
Saint-Aubin-Épinay,1049,1049
Saint-Aubin-le-Cauf,871,871
Saint-Aubin-lès-Elbeuf,8393,8393
Saint-Aubin-Routot,1914,1914
Saint-Aubin-sur-Mer,173,173
Saint-Aubin-sur-Scie,1156,1156
Saint-Clair-sur-les-Monts,612,612
Saint-Crespin,299,299
Saint-Denis-d'Aclon,137,137
Saint-Denis-le-Thiboult,518,518
Saint-Denis-sur-Scie,678,678
Saint-Étienne-du-Rouvray,28921,28921
Saint-Eustache-la-Forêt,1162,1162
Saint-Georges-sur-Fontaine,929,929
Saint-Germain-d'Étables,264,264
Saint-Germain-des-Essourts,412,412
Saint-Germain-sous-Cailly,349,349
Saint-Germain-sur-Eaulne,212,212
Saint-Gilles-de-Crétot,445,445
Saint-Gilles-de-la-Neuville,651,651
Saint-Hellier,464,464
Saint-Honoré,211,211
Saint-Jacques-d'Aliermont,351,351
Saint-Jacques-sur-Darnétal,2877,2877
Saint-Jean-de-Folleville,847,847
Saint-Jean-de-la-Neuville,598,598
Saint-Jean-du-Cardonnay,1400,1400
Saint-Jouin-Bruneval,1907,1907
Saint-Laurent-de-Brèvedent,1504,1504
Saint-Laurent-en-Caux,781,781
Saint-Léger-aux-Bois,504,504
Saint-Léger-du-Bourg-Denis,3499,3499
Saint-Léonard,1756,1756
Saint-Lucien,248,248
Saint-Maclou-de-Folleville,644,644
Saint-Maclou-la-Brière,483,483
Saint-Mards,200,200
Saint-Martin-au-Bosc,256,256
Saint-Martin-aux-Arbres,333,333
Saint-Martin-aux-Buneaux,679,679
Saint-Martin-de-Boscherville,1553,1553
Saint Martin de l'If,1725,1725
Saint-Martin-du-Bec,633,633
Saint-Martin-du-Manoir,1545,1545
Saint-Martin-du-Vivier,1693,1693
Saint-Martin-l'Hortier,285,285
Saint-Martin-le-Gaillard,304,304
Saint-Martin-Osmonville,1193,1193
Saint-Maurice-d'Ételan,315,315
Saint-Michel-d'Halescourt,127,127
Saint-Nicolas-d'Aliermont,3764,3764
Saint-Nicolas-de-la-Haie,419,419
Saint-Nicolas-de-la-Taille,1590,1590
Saint-Ouen-du-Breuil,792,792
Saint-Ouen-le-Mauger,308,308
Saint-Ouen-sous-Bailly,226,226
Saint-Paër,1361,1361
Saint-Pierre-Bénouville,382,382
Saint-Pierre-de-Manneville,929,929
Saint-Pierre-de-Varengeville,2361,2361
Saint-Pierre-des-Jonquières,74,74
Saint-Pierre-en-Port,842,842
Saint-Pierre-en-Val,1120,1120
Saint-Pierre-le-Vieux,197,197
Saint-Pierre-le-Viger,260,260
Saint-Pierre-lès-Elbeuf,8279,8279
Saint-Rémy-Boscrocourt,819,819
Saint-Riquier-en-Rivière,153,153
Saint-Riquier-ès-Plains,606,606
Saint-Romain-de-Colbosc,4172,4172
Saint-Saëns,2414,2414
Saint-Saire,622,622
Saint-Sauveur-d'Émalleville,1240,1240
Saint-Sylvain,181,181
Saint-Vaast-d'Équiqueville,755,755
Saint-Vaast-Dieppedalle,371,371
Saint-Vaast-du-Val,479,479
Saint-Valery-en-Caux,4167,4167
Saint-Victor-l'Abbaye,779,779
Saint-Vigor-d'Ymonville,1157,1157
Saint-Vincent-Cramesnil,675,675
Sainte-Adresse,7649,7649
Sainte-Agathe-d'Aliermont,315,315
Sainte-Austreberthe,617,617
Sainte-Beuve-en-Rivière,188,188
Sainte-Colombe,219,219
Sainte-Croix-sur-Buchy,701,701
Sainte-Foy,605,605
Sainte-Geneviève,273,273
Sainte-Hélène-Bondeville,719,719
Sainte-Marguerite-sur-Duclair,2069,2069
Sainte-Marguerite-sur-Mer,488,488
Sainte-Marie-au-Bosc,379,379
Sainte-Marie-des-Champs,1595,1595
Sandouville,809,809
Sassetot-le-Malgardé,116,116
Sassetot-le-Mauconduit,1118,1118
Sasseville,278,278
Sauchay,420,420
Saumont-la-Poterie,414,414
Sauqueville,351,351
Saussay,383,383
Sausseuzemare-en-Caux,442,442
Senneville-sur-Fécamp,893,893
Sept-Meules,195,195
Serqueux,1012,1012
Servaville-Salmonville,1148,1148
Sierville,1050,1050
Sigy-en-Bray,527,527
Smermesnil,415,415
Sommery,817,817
Sommesnil,104,104
Sorquainville,189,189
Sotteville-lès-Rouen,29409,29409
Sotteville-sous-le-Val,795,795
Sotteville-sur-Mer,400,400
Tancarville,1304,1304
Terres-de-Caux,4252,4252
Thérouldeville,667,667
Theuville-aux-Maillots,560,560
Thiergeville,418,418
Thiétreville,409,409
Thil-Manneville,619,619
Le Thil-Riberpré,227,227
Thiouville,315,315
Le Tilleul,702,702
Tocqueville-en-Caux,124,124
Tocqueville-les-Murs,279,279
Torcy-le-Grand,797,797
Torcy-le-Petit,493,493
Le Torp-Mesnil,445,445
Tôtes,1590,1590
Touffreville-la-Corbeline,841,841
Touffreville-sur-Eu,213,213
Tourville-la-Rivière,2522,2522
Tourville-les-Ifs,620,620
Tourville-sur-Arques,1273,1273
Toussaint,728,728
Le Trait,4987,4987
Trémauville,108,108
Le Tréport,4964,4964
La Trinité-du-Mont,824,824
Les Trois-Pierres,765,765
Trouville,640,640
Turretot,1493,1493
Val-de-la-Haye,714,714
Val-de-Saâne,1523,1523
Val-de-Scie,2579,2579
Valliquerville,1452,1452
Valmont,859,859
Varengeville-sur-Mer,990,990
Varneville-Bretteville,333,333
Vassonville,460,460
Vatierville,135,135
Vattetot-sous-Beaumont,581,581
Vattetot-sur-Mer,325,325
Vatteville-la-Rue,1167,1167
La Vaupalière,1076,1076
Veauville-lès-Quelles,132,132
Vénestanville,207,207
Ventes-Saint-Rémy,230,230
Vergetot,454,454
Veules-les-Roses,615,615
Veulettes-sur-Mer,281,281
Vibeuf,628,628
Vieux-Manoir,752,752
Vieux-Rouen-sur-Bresle,571,571
La Vieux-Rue,581,581
Villainville,306,306
Villers-Écalles,1787,1787
Villers-sous-Foucarmont,195,195
Villy-sur-Yères,195,195
Vinnemerville,218,218
Virville,365,365
Vittefleur,662,662
Wanchy-Capval,358,358
Yainville,1063,1063
Yébleron,1302,1302
Yerville,2437,2437
Ymare,1176,1176
Yport,814,814
Ypreville-Biville,581,581
Yquebeuf,246,246
Yvecrique,651,651
Yvetot,12123,12123
Yville-sur-Seine,456,456
Achères-la-Forêt,1144,1144
Amillis,831,831
Amponville,366,366
Andrezel,288,288
Annet-sur-Marne,3322,3322
Arbonne-la-Forêt,1016,1016
Argentières,384,384
Armentières-en-Brie,1266,1266
Arville,125,125
Aubepierre-Ozouer-le-Repos,927,927
Aufferville,525,525
Augers-en-Brie,307,307
Aulnoy,364,364
Avon,14126,14126
Baby,97,97
Bagneaux-sur-Loing,1682,1682
Bailly-Romainvilliers,7582,7582
Balloy,330,330
Bannost-Villegagnon,669,669
Barbey,150,150
Barbizon,1167,1167
Barcy,311,311
Bassevelle,367,367
Bazoches-lès-Bray,869,869
Beauchery-Saint-Martin,383,383
Beaumont-du-Gâtinais,1195,1195
Beautheil-Saints,2049,2049
Beauvoir,208,208
Bellot,779,779
Bernay-Vilbert,834,834
Beton-Bazoches,922,922
Bezalles,249,249
Blandy,746,746
Blennes,565,565
Bois-le-Roi,6025,6025
Boisdon,143,143
Boissettes,406,406
Boissise-la-Bertrand,1161,1161
Boissise-le-Roi,3816,3816
Boissy-aux-Cailles,295,295
Boissy-le-Châtel,3204,3204
Boitron,377,377
Bombon,969,969
Bougligny,734,734
Boulancourt,358,358
Bouleurs,1662,1662
Bourron-Marlotte,2854,2854
Boutigny,876,876
Bransles,574,574
Bray-sur-Seine,2261,2261
Bréau,332,332
Brie-Comte-Robert,18133,18133
La Brosse-Montceaux,785,785
Brou-sur-Chantereine,4393,4393
Burcy,160,160
Bussières,527,527
Bussy-Saint-Georges,27714,27714
Bussy-Saint-Martin,691,691
Buthiers,746,746
Cannes-Écluse,2503,2503
Carnetin,463,463
La Celle-sur-Morin,1326,1326
Cély,1206,1206
Cerneux,331,331
Cesson,10558,10558
Cessoy-en-Montois,218,218
Chailly-en-Bière,2064,2064
Chailly-en-Brie,1497,1497
Chaintreaux,923,923
Chalautre-la-Grande,714,714
Chalautre-la-Petite,589,589
Chalifert,1281,1281
Chalmaison,805,805
Chambry,991,991
Chamigny,1410,1410
Champagne-sur-Seine,6367,6367
Champcenest,209,209
Champdeuil,734,734
Champeaux,835,835
Champs-sur-Marne,25195,25195
Changis-sur-Marne,1273,1273
Chanteloup-en-Brie,3979,3979
La Chapelle-Gauthier,1459,1459
La Chapelle-Iger,169,169
La Chapelle-la-Reine,2448,2448
La Chapelle-Moutils,446,446
La Chapelle-Rablais,952,952
La Chapelle-Saint-Sulpice,247,247
Les Chapelles-Bourbon,473,473
Charmentray,290,290
Charny,1328,1328
Chartrettes,2611,2611
Chartronges,298,298
Château-Landon,3013,3013
Châteaubleau,363,363
Le Châtelet-en-Brie,4541,4541
Châtenay-sur-Seine,1035,1035
Châtenoy,170,170
Châtillon-la-Borde,218,218
Châtres,685,685
Chauconin-Neufmontiers,3315,3315
Chauffry,1037,1037
Chaumes-en-Brie,3268,3268
Chelles,55195,55195
Chenoise-Cucharmoy,1649,1649
Chenou,329,329
Chessy,5683,5683
Chevrainvilliers,246,246
Chevru,1118,1118
Chevry-Cossigny,3992,3992
Chevry-en-Sereine,533,533
Choisy-en-Brie,1367,1367
Citry,926,926
Claye-Souilly,12631,12631
Clos-Fontaine,266,266
Cocherel,639,639
Collégien,3426,3426
Combs-la-Ville,22556,22556
Compans,809,809
Conches-sur-Gondoire,1774,1774
Condé-Sainte-Libiaire,1434,1434
Congis-sur-Thérouanne,1961,1961
Coubert,1948,1948
Couilly-Pont-aux-Dames,2184,2184
Coulombs-en-Valois,580,580
Coulommes,436,436
Coulommiers,15076,15076
Coupvray,2892,2892
Courcelles-en-Bassée,209,209
Courchamp,153,153
Courpalay,1337,1337
Courquetaine,202,202
Courtacon,252,252
Courtomer,538,538
Courtry,6540,6540
Coutençon,305,305
Coutevroult,1120,1120
Crécy-la-Chapelle,4592,4592
Crégy-lès-Meaux,4795,4795
Crèvecœur-en-Brie,407,407
Crisenoy,672,672
Croissy-Beaubourg,2008,2008
La Croix-en-Brie,679,679
Crouy-sur-Ourcq,1938,1938
Cuisy,443,443
Dagny,298,298
Dammarie-les-Lys,21987,21987
Dammartin-en-Goële,10006,10006
Dammartin-sur-Tigeaux,1082,1082
Dampmart,3412,3412
Darvault,890,890
